15.095,17.319,36.523,1
-8.76,18.576,-29.636,1
-21.897,-11.05,40.337,1
22.115,-2.7179,-20.47,0
-38.446,-2.6764,-34.989,0
47.589,-42.468,-48.951,0
-10.625,-8.5458,-43.34,0
-2.0082,-25.325,20.63,0
16.731,-49.5,10.37,0
35.988,-41.464,-8.8424,0
47.279,-22.872,14.763,0
3.2829,-23.487,43.461,0
33.078,-49.206,-34.584,0
37.124,26.928,-6.3544,1
38.556,8.5335,21.181,1
37.044,-8.192,-28.4,0
-33.009,17.204,-11.059,1
18.692,7.8677,45.202,1
17.867,15.037,-21.527,0
-11.775,-16.949,-5.4048,0
25.826,20.176,-19.018,1
7.3352,28.652,-13.691,1
-28.051,34.646,-12.102,1
-26.744,2.7986,-4.1708,1
18.523,34.109,31.584,1
46.657,47.866,-29.599,1
12.57,16.369,36.372,1
21.346,-20.051,2.3547,0
-33.496,42.978,34.095,1
20.447,-11.937,19.144,0
-15.497,34.233,-1.418,1
-1.6028,-29.413,-34.566,0
20.154,15.507,37.494,1
-20.612,48.321,39.838,1
34.901,42.669,35.676,1
-39.294,37.765,23.423,1
4.5048,35.48,10.19,1
-27.867,-7.721,-26.649,0
-32.571,-6.0856,-15.074,1
14.057,-1.5793,-47.029,0
-29.438,-48.483,8.6354,0
-47.222,37.668,-46.793,1
-40.702,20.244,-7.4156,1
-26.187,-28.093,48.41,1
-49.292,13.934,28.772,1
-18.258,38.729,2.7362,1
46.577,9.5389,-8.5602,0
-4.9751,39.906,44.594,1
-30.773,47.439,-27.034,1
-3.1042,-25.621,-10.391,0
42.435,-20.454,3.4113,0
-14.318,45.947,-33.452,1
35.752,24.102,6.1116,1
10.106,37.458,-40.407,1
3.695,6.2803,-49.281,0
-4.9236,48.962,25.354,1
-38.517,-0.24005,6.0182,1
-12.079,6.502,-7.3295,1
-41.322,12.5,5.0824,1
-3.8153,-33.628,1.367,0
-24.434,-49.079,-36.916,0
29.564,-38.6,-14.331,0
-15.649,-19.951,48.694,1
-44.438,-46.354,-38.196,0
39.709,-22.978,3.4075,0
49.294,-38.525,7.8659,0
31.749,-44.454,16.983,0
12.44,-5.6067,25.532,1
14.19,-33.142,-4.9353,0
-26.841,-5.0747,4.7054,1
46.842,-39.989,-7.4728,0
36.376,7.1173,9.2653,0
31.227,8.5012,20.901,1
-17.471,8.8486,-24.031,1
-5.7744,21.611,-19.723,1
26.633,-39.504,31.207,0
16.362,-15.865,2.5944,0
4.9091,2.8333,-26.496,0
36.865,11.722,15.066,1
-31.032,-25.714,-15.314,0
49.388,-15.189,21.122,0
30.955,-3.3235,26.247,0
-20.882,24.325,-27.163,1
21.212,-15.435,-29.021,0
-20.739,-5.6851,3.1282,1
33.389,6.7105,-19.982,0
-23.709,36.621,-23.452,1
-44.612,48.542,5.1327,1
3.1313,37.1,45.357,1
-34.514,4.7352,10.722,1
-31.927,35.368,30.794,1
-12.984,-45.987,3.6641,0
-4.3604,-24.696,-7.1706,0
-41.67,45.529,-23.357,1
8.9957,-19.738,-41.06,0
-18.123,32.16,21.306,1
-45.239,6.559,-15.161,1
13.571,-43.341,-21.988,0
-26.252,-13.537,-28.82,0
-31.857,11.176,-47.618,1
-4.2615,-37.143,1.9939,0
-47.581,-23.99,-0.26949,0
-46.13,13.621,17.123,1
-45.788,10.666,21.98,1
49.522,-33.262,13.158,0
-35.21,5.3322,19.605,1
-39.356,5.1833,36.621,1
42.85,5.9876,49.35,1
-31.623,18.515,20.613,1
-17.778,-21.917,-18.421,0
12.356,30.923,-26.327,1
-21.927,-40.399,-46.452,0
45.033,-38.72,24.844,0
-32.436,-25.8,36.841,1
-47.292,0.82931,19.722,1
16.251,31.541,-42.664,1
-40.031,22.652,-16.388,1
28.836,11.097,-49.855,0
37.109,-48.108,5.8837,0
13.671,-18.36,1.9264,0
48.817,0.45202,-30.667,0
24.873,-9.6658,34.928,0
-28.299,-3.7861,-22.094,0
-13.716,10.394,10.897,1
22.925,-27.535,-28.259,0
-24.799,1.5825,-46.679,0
15.626,43.9,-33.179,1
25.018,21.386,27.797,1
-5.1923,-9.4853,31.004,1
-23.005,45.153,6.0306,1
-12.777,26.616,-35.988,1
9.4906,-2.6647,-5.6297,0
4.3249,4.5923,-35.673,0
-39.542,-32.45,23.744,0
-25.552,-35.989,-13.403,0
22.298,27.681,-30.02,1
31.712,22.521,-14.348,1
-36.801,43.056,35.908,1
25.883,39.887,-45.363,1
33.108,30.26,22.251,1
-35.936,-47.461,-40.721,0
-35.979,-17.973,47.582,1
-1.1603,46.251,12.531,1
32.944,-1.9022,24.807,0
-7.1541,49.097,2.4133,1
-3.0512,-46.519,14.218,0
26.862,22.16,35.747,1
4.2754,-43.704,-31.834,0
-26.515,24.952,-43.327,1
9.6261,-6.3041,-40.992,0
-28.573,-14.025,4.5211,0
20.645,-4.6341,4.4382,0
19.308,0.1112,6.6809,0
28.137,37.015,43.499,1
-28.117,-35.204,20.651,0
-12.738,-9.2258,-44.353,0
37.292,-12.944,17.452,0
-29.542,4.0382,-14.395,1
-36.357,-44.396,16.271,0
42.159,-43.122,-31.705,0
36.139,9.7085,31.119,1
40.859,23.436,23.681,1
41.467,-40.247,4.5948,0
42.687,47.165,-17.935,1
-35.771,49.962,-28.482,1
-48.529,-9.4451,-35.738,0
-47.38,-0.81856,-25.378,1
-39.008,13.966,-25.654,1
-49.745,-16.264,3.0634,1
-49.283,-21.921,8.001,1
11.794,11.705,-34.347,0
-31.765,-7.6311,-24.699,0
-26.754,-24.233,-6.3997,0
-42.826,13.214,5.6226,1
-5.1935,-40.927,-6.3839,0
-19.222,34.076,-20.899,1
-6.5051,-47.366,6.8224,0
-15.677,17.678,45.646,1
-6.3899,-38.746,-10.862,0
41.027,-19.908,-6.0267,0
36.727,-19.546,-38.731,0
44.078,-3.791,-15.556,0
-2.5295,24.975,23.466,1
-10.461,7.9066,48.547,1
-13.234,3.3932,44.798,1
-27.347,0.47657,37.052,1
48.775,35.948,2.2088,1
-34.537,-15.287,-29.122,0
-20.59,-5.5223,2.1078,1
8.074,17.599,-23.363,1
23.307,-34.17,-47.595,0
-16.115,3.7708,-36.05,0
-8.5906,35.24,22.12,1
-12.254,-45.839,-20.746,0
-21.744,23.73,41.817,1
4.7557,48.951,29.317,1
-27.67,-1.8295,-35.189,0
18.198,-45.131,4.3869,0
