-7.4102,2.4242,0
0.57154,2.3952,0
-9.3465,-5.0146,0
-1.5844,-9.8078,1
1.9845,-5.7922,1
-1.9751,-9.2136,1
-0.21931,-0.37954,1
-6.0004,0.005215,0
-9.8401,2.9849,0
2.9919,-0.052342,1
-2.2502,2.4359,0
-2.5037,-2.384,1
-1.113,3.4306,0
2.3465,-2.6293,1
-3.2956,-6.7878,1
-2.3994,-7.6946,1
3.9364,-1.8976,1
-3.6199,-0.48814,0
-4.1088,-6.6282,1
-8.2276,-9.6497,1
-8.8745,-0.15964,0
-7.1854,0.95326,0
-6.2438,-4.6043,1
4.1976,-8.8956,1
-9.2421,0.45373,0
4.0442,-3.2528,1
-7.8937,-6.9418,1
-1.5346,4.8978,0
-7.6495,-3.7182,0
3.1048,-9.5539,1
-7.943,-8.3318,1
-1.8731,-0.37098,0
-2.5648,-8.2116,1
-2.7337,3.2936,0
4.7111,-9.7718,1
-3.0085,-3.2398,1
4.5936,-9.9348,1
2.1941,-7.6893,1
-4.0456,-9.7796,1
-6.5905,-2.4795,0
-3.4464,4.5183,0
3.0553,-9.2963,1
-8.8142,-1.6764,0
2.1623,-8.1533,1
3.0244,-2.2086,1
-0.81324,1.7966,0
-5.2373,-5.1658,1
1.5918,1.3928,1
-1.2208,-2.3205,1
-4.3424,-7.6481,1
0.94827,1.7834,0
-6.5035,1.2349,0
-0.97634,0.48308,0
-3.1833,-6.3606,1
4.7003,-8.4125,1
-6.4573,0.11947,0
-0.75511,-9.7197,1
-4.5482,-3.0927,1
-7.7571,-1.6077,0
-2.1249,-7.12,1
-6.6892,-1.5169,0
2.646,-5.2534,1
3.9861,-1.5152,1
-6.1103,4.4243,0
-3.8333,3.1726,0
0.10617,-4.6536,1
-5.8882,-4.6157,1
2.3499,0.41367,1
1.1836,-5.3033,1
3.07,-9.6891,1
-8.6786,-2.9766,0
-6.7482,-1.2013,0
-4.6475,-3.389,1
3.7484,2.7502,1
-3.177,1.4349,0
1.3791,-7.679,1
-3.4059,3.0806,0
-1.6759,0.85784,0
-8.5252,-6.7151,1
-8.6275,-1.1177,0
-7.214,2.1937,0
-1.492,0.10855,0
-2.5841,-2.5861,1
1.2373,-0.73895,1
-5.5246,-6.1844,1
2.3442,3.315,0
-6.4617,1.1044,0
-0.34963,-8.2288,1
-5.486,-1.9941,0
-0.49107,-9.8882,1
-2.8658,-6.9181,1
1.6551,3.7013,0
4.6602,-0.86406,1
-4.4949,-1.6567,0
-3.8987,2.9771,0
-2.1187,-3.3585,1
-0.66889,-5.3403,1
3.7128,-1.6432,1
-6.4643,3.9872,0
-3.134,-4.8746,1
2.0007,1.7383,1
-1.3179,0.62668,0
2.1715,-9.752,1
-5.8005,-6.5207,1
2.8256,-8.3514,1
-4.2973,-0.8381,0
-6.1057,-1.6311,0
2.969,-7.6294,1
-4.0452,-4.7787,1
-0.082937,-9.0371,1
1.0546,1.899,0
-7.4,4.498,0
-0.11135,3.8886,0
-8.7661,2.4504,0
-5.2755,-7.982,1
-7.1532,-7.7495,1
-5.9034,-7.908,1
-1.3096,-0.34174,1
-1.096,-0.88388,1
-0.88117,-2.495,1
-3.2548,-0.58664,0
0.012343,1.3882,0
4.862,4.701,0
-7.4311,-8.6603,1
-8.641,-0.67477,0
-3.2091,-0.15801,0
-3.4805,-6.8738,1
0.70831,4.0527,0
-7.8173,-3.7765,0
-2.9598,-7.0828,1
-2.999,2.7519,0
-3.3149,-6.2275,1
-0.55462,1.673,0
0.63352,4.8936,0
-4.9046,1.8056,0
1.784,-8.3021,1
-8.4533,1.6122,0
-1.8527,-0.083546,0
-0.65775,-5.5653,1
-3.5552,-5.4675,1
-6.3538,4.6539,0
-3.5525,-6.6119,1
4.102,4.9329,0
-2.2222,-9.941,1
0.94658,0.10746,1
-5.8636,-8.5397,1
4.4454,4.9178,0
-5.0124,-8.7491,1
2.6837,-9.283,1
-6.2501,-7.0601,1
-2.0501,4.2583,0
0.21606,-7.2669,1
-4.7639,-7.7557,1
0.667,-0.16823,1
2.4824,4.4859,0
2.3383,4.5918,0
3.6298,-8.1862,1
0.69246,3.7599,0
2.1629,-7.4679,1
-8.8766,-3.0723,0
-2.2275,2.8541,0
-5.9996,2.1863,0
-4.4878,-2.4993,1
-2.1343,-6.3922,1
-5.7585,-3.9259,1
3.7821,-6.6955,1
2.4048,-4.0496,1
-6.7284,-5.2275,1
-3.4046,0.068228,0
-3.5287,-2.9511,1
-1.9825,-9.7,1
-7.0822,-8.6488,1
1.8225,-4.7604,1
-5.9138,-2.2228,0
-7.9789,2.1032,0
-0.09886,-9.795,1
-7.5377,-4.7337,1
-0.67251,4.1242,0
-7.1005,-5.5408,1
1.5031,3.4783,0
2.5346,-2.2011,1
3.1007,-9.3843,1
1.2232,-1.4505,1
4.0703,-8.3179,1
-8.9126,-4.4412,0
-6.2419,-0.43446,0
-8.4632,-7.4024,1
-5.7642,-1.0588,0
-0.61344,-3.7935,1
1.3823,4.1386,0
1.8789,-7.911,1
-1.0676,-6.1343,1
2.3672,-6.7095,1
4.241,-5.949,1
-4.0086,0.02769,0
-7.0693,-0.045437,0
-6.6228,-2.5353,0
0.34051,3.092,0
1.1194,-9.4193,1
-9.7696,2.4538,0
1.7757,-6.1345,1
2.5876,-2.7777,1
2.217,-8.7497,1
-7.067,-8.3467,1
-3.6042,-0.7904,0
-7.2521,-4.6926,1
-1.8509,-8.8833,1
-9.7175,4.3908,0
-7.4784,0.99562,0
-5.444,-3.1877,1
-0.51903,-3.5762,1
-8.6323,-6.3275,1
-0.0128,-1.5886,1
1.9852,-1.4743,1
-4.5864,-1.0876,0
-8.5401,-6.5695,1
-8.9861,4.5315,0
-3.1926,-3.2812,1
-1.3458,-6.6312,1
-4.8862,-6.7078,1
4.2896,3.4323,1
-3.7509,4.18,0
-6.3138,-4.9738,1
-6.4683,0.63336,0
-2.2055,0.25177,0
2.0905,2.9848,0
-7.692,-9.3809,1
-9.6517,-3.4349,0
2.887,-5.5035,1
1.0532,1.1059,1
3.8867,-0.58719,1
-8.354,3.4841,0
-9.1735,1.7667,0
3.3387,-2.9871,1
4.1306,-7.6426,1
-9.8067,4.4911,0
-7.0974,-9.2853,1
3.3958,1.7617,1
-8.6914,2.2352,0
-9.5207,2.1186,0
-6.6322,-4.6096,1
0.28322,4.8252,0
-5.3505,-8.996,1
-3.5368,-8.0171,1
-5.3998,-9.2221,1
-9.3373,-5.6889,0
-8.7385,-9.4527,1
0.076013,-0.68801,1
-4.8248,2.2367,0
-3.5374,0.43566,0
-6.5951,-6.2773,1
-7.0334,-6.5386,1
-5.7232,3.3467,0
1.2441,0.38373,1
-3.005,-4.0613,1
3.2199,4.0315,0
1.3125,-6.5782,1
-8.5816,-8.9731,1
-7.511,1.7351,0
4.9354,-6.7643,1
-5.4162,0.020395,0
-0.96597,-6.9951,1
3.9773,3.8528,0
-1.3946,0.87096,0
3.4397,0.31924,1
-1.1527,-7.7292,1
1.0432,0.60257,1
-6.1164,3.2634,0
-4.7069,-3.8032,1
-1.5698,-4.5092,1
-4.8201,1.2479,0
-3.7902,-5.026,1
3.2162,2.7327,1
-7.891,-9.9731,1
4.9696,-0.72884,1
-0.016403,0.89218,0
-1.513,-5.7295,1
-5.5104,-2.0401,0
4.1184,3.8764,0
4.0379,-5.493,1
-2.4873,-6.9363,1
-5.1092,-9.2696,1
0.85155,-2.7305,1
-0.46893,-0.26539,1
-0.9019,-6.5002,1
-1.1999,2.5536,0
-7.0583,-5.5442,1
-9.1739,3.2448,0
2.0702,-4.4652,1
4.1094,1.0506,1
-6.23,4.725,0
1.1909,-8.9415,1
-6.0026,-1.6415,0
-0.96293,-1.9159,1
2.4177,-9.4031,1
1.4829,-7.7478,1
-1.368,-1.6008,1
-9.147,-1.8492,0
3.7104,-2.5173,1
4.4157,-0.36126,1
-7.8831,4.8531,0
-3.1544,-0.48316,0
4.1167,-1.8252,1
-1.1432,-4.0757,1
-0.28243,-9.8756,1
-4.194,-2.2403,1
-4.8502,-2.3953,0
4.2484,1.0846,1
-0.597,0.43837,0
-9.0605,1.2277,0
4.7787,0.23302,1
-2.8775,-6.9359,1
-3.0564,-1.812,1
-8.2314,-7.7662,1
2.412,-4.7845,1
2.4586,-6.8701,1
-2.4714,0.35786,0
4.4312,-0.60958,1
-0.020943,-3.6935,1
0.21307,1.1409,0
-8.5261,1.0909,0
1.1134,-1.8479,1
-4.4203,-0.27862,0
2.2565,-9.5847,1
-9.842,-5.9976,0
-5.9315,0.69841,0
4.1607,-3.1867,1
-6.8466,-2.253,0
-2.9195,0.36025,0
-9.0064,-8.2506,1
1.4653,-3.0762,1
-2.6509,-9.3377,1
-1.9379,-1.0578,1
-1.2766,-8.5295,1
-5.8696,1.6837,0
-4.0606,3.7125,0
-8.64,1.4676,0
-5.0763,0.43706,0
-2.8958,1.444,0
-9.7753,4.287,0
-4.5925,-2.3898,0
-1.3925,4.1214,0
-6.5746,-0.31664,0
-0.43182,4.873,0
-7.0231,0.66365,0
0.077926,1.2284,0
-8.4058,-2.8541,0
3.1502,4.163,0
-1.5559,3.5104,0
3.2891,3.4072,0
-1.4706,1.8107,0
1.3989,4.9113,0
-0.76497,3.7584,0
-5.7748,4.8272,0
-9.5427,4.9133,0
