42.196,-32.194,21.435,-1
-69.977,77.818,-5.3977,1
84.191,23.826,-49.179,-1
-48.644,-88.848,-19.407,1
-94.713,-41.851,50.57,1
9.5334,-25.471,10.263,-1
-34.83,-23.074,-39.166,1
22.146,-69.954,-13.245,-1
-93.34,-39.847,-4.0424,1
48.839,87.755,58.895,-1
-96.852,66.701,-35.912,1
75.004,-40.148,78.377,-1
-76.17,-63.292,29.818,1
40.918,-45.028,-80.08,-1
18.63,99.474,27.86,-1
23.834,64.984,-72.557,1
-28.429,-89.718,-51.718,1
41.134,-53.841,16.325,-1
3.1113,63.495,23.595,1
78.235,-48.929,-22.053,-1
23.96,-3.9374,-76.49,1
-33.968,-64.761,-25.363,1
-74.682,-77.6,20.248,1
27.826,-67.712,14.327,-1
5.1058,95.027,-3.875,1
-10.267,51.003,46.898,1
-11.767,-9.0722,-33.927,1
-13.037,-99.84,4.4121,-1
47.085,-72.835,83.714,-1
-7.2334,-58.426,25.727,-1
47.961,-48.109,69.171,-1
-72.816,-89.08,23.047,1
42.708,-85.491,8.5093,-1
-17.1,36.029,-75.766,1
46.881,8.542,3.3384,-1
57.693,-41.516,87.821,-1
-82.266,-53.27,-68.986,1
-2.7062,-40.734,48.677,-1
34.168,65.777,-33.578,1
83.658,-65.225,17.359,-1
14.716,-50.04,95.991,-1
-4.3378,-51.132,-74.672,1
86.697,-20.956,-85.592,-1
-51.856,48.846,-71.514,1
-27.045,-11.456,97.57,-1
54.866,-58.924,-65.043,-1
-42.111,54.055,-33.616,1
-55.489,-31.34,-87.339,1
-62.929,-12.211,21.051,1
-17.198,-65.785,15.533,-1
-7.0876,-32.961,-31.222,1
-29.676,-6.5074,-13.178,1
-38.15,18.329,-96.217,1
31.76,-46.561,56.372,-1
-51.129,51.951,11.768,1
76.639,12.584,66.985,-1
0.64185,29.218,47.024,-1
88.279,73.245,-40.09,-1
-93.286,45.151,-19.46,1
-37.152,-77.609,-6.9892,1
-63.386,25.562,-73.22,1
-44.576,97.657,-94.035,1
-49.758,-81.505,-23.645,1
-14.561,-81.212,20.974,-1
-52.971,45.509,13.496,1
-86.491,65.077,-50.058,1
-62.61,-72.707,48.359,1
86.844,34.249,-51.065,-1
-95.1,40.224,40.762,1
-91.009,-57.527,27.259,1
-53.749,82.723,-18.645,1
